Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"MAPK6P2","Mitogen-Activated Protein Kinase 6 Pseudogene 2","Pseudogene","","9","GC21M022436","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK6P2"
"RPL30P9","Ribosomal Protein L30 Pseudogene 9","Pseudogene","","9","GC08M020114","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL30P9"
"CD83P1","CD83 Molecule Pseudogene 1","Pseudogene","","8","GC06M096793","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD83P1"
"HNRNPA1P1","Heterogeneous Nuclear Ribonucleoprotein A1 Pseudogene 1","Pseudogene","","8","GC06P027523","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA1P1"
"MTCL1P1","MTCL1 Pseudogene 1","Pseudogene","","8","GC13P070923","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCL1P1"
"RN7SKP27","RN7SK Pseudogene 27","Pseudogene","","8","GC02P022861","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SKP27"
"RN7SL643P","RNA, 7SL, Cytoplasmic 643, Pseudogene","Pseudogene","","8","GC06P086435","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL643P"
"RNU6-778P","RNA, U6 Small Nuclear 778, Pseudogene","Pseudogene","","8","GC01P199888","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-778P"
"RPL12P36","Ribosomal Protein L12 Pseudogene 36","Pseudogene","","8","GC16P058825","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL12P36"
"ENSG00000229836","Novel HLA Class I Pseudogene Fragment","Pseudogene","","7","GC06M031307","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000229836"
"ENSG00000288587","Novel Transcript","RNA Gene","","7","GC06P146886","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000288587"
"RNA5SP199","RNA, 5S Ribosomal Pseudogene 199","Pseudogene","","7","GC05P155845","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNA5SP199"
"ENSG00000233902","HLA Complex Group 4 (HCG4) Pseudogene","Pseudogene","","6","GC06M031462","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000233902"
"ENSG00000254851","Proprotein Convertase Subtilisin/Kexin Type 7 (PCSK7) Pseudogene","Pseudogene","","6","GC11P117136","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000254851"
"RF00017-5518","","RNA Gene","","6","GC06M099756","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RF00017-5518"
"RPL6P32","Ribosomal Protein L6 Pseudogene 32","Pseudogene","","6","GC05M155131","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL6P32"
"lnc-MYBPHL-1","","RNA Gene","","6","GC01M109280","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MYBPHL-1"
"piR-52364","","RNA Gene","","6","GC01P109449","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-52364"
"HSALNG0049105","","RNA Gene","","5","GC06P147055","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049105"
"HSALNG0049245-002","","RNA Gene","","5","GC06M098313","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049245-002"
"HSALNG0049408-001","","RNA Gene","","5","GC06P147107","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049408-001"
"HSALNG0053445","","RNA Gene","","5","GC06M130121","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0053445"
"HSALNG0087578","","RNA Gene","","5","GC11P122788","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0087578"
"MN298114-194","","RNA Gene","","5","GC07P014987","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MN298114-194"
"NONHSAG046618.2","","RNA Gene","","5","GC06P153288","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONHSAG046618.2"
"lnc-ATP6V1G2-DDX39B-3","","RNA Gene","","5","GC06M097080","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ATP6V1G2-DDX39B-3"
"lnc-HLA-DQA1-9","","RNA Gene","","5","GC06P147685","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DQA1-9"
"lnc-HLA-DRB1-7","","RNA Gene","","5","GC06M032609","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-DRB1-7"
"lnc-MYL2-4","","RNA Gene","","5","GC12M110918","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MYL2-4"
"lnc-PPP1CC-3","","RNA Gene","","5","GC12M111807","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-PPP1CC-3"
"piR-48209-123","","RNA Gene","","5","GC12P011874","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-48209-123"
"HSALNG0049423","","RNA Gene","","4","GC06P147113","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049423"
"HSALNG0049424","","RNA Gene","","4","GC06M098337","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0049424"
"HSALNG0068330","","RNA Gene","","4","GC08M136446","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0068330"
"lnc-HLA-A-2","","RNA Gene","","4","GC06P147676","0.8940110206604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLA-A-2"
"SFI1","SFI1 Centrin Binding Protein","Protein Coding","A8K8P3","44","GC22P031488","0.893449723720551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFI1"
"NOL12","Nucleolar Protein 12","Protein Coding","Q9UGY1","41","GC22P075993","0.893151819705963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL12"
"LOC111242783","ST6GAL1 Promoter P1","Functional Element","","2","GC03P187038","0.893095910549164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111242783"
"SPSB4","SplA/Ryanodine Receptor Domain And SOCS Box Containing 4","Protein Coding","Q96A44","40","GC03P141051","0.892789840698242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPSB4"
"AKAP5","A-Kinase Anchoring Protein 5","Protein Coding","P24588","48","GC14P064465","0.892639875411987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP5"
"ADAM3A","ADAM Metallopeptidase Domain 3A (Pseudogene)","Pseudogene","","17","GC08M039427","0.892532527446747","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM3A"
"HCG15","HLA Complex Group 15","RNA Gene","","19","GC06P144681","0.892402350902557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG15"
"FYB2","FYN Binding Protein 2","Protein Coding","Q5VWT5","39","GC01M056719","0.892355024814606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FYB2"
"TMEM183BP","Transmembrane Protein 183B, Pseudogene","Pseudogene","Q1AE95","23","GC03M150009","0.891771197319031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM183BP"
"LOC110973015","NOS3 5' Regulatory Region","Functional Element","","3","GC07P150988","0.891547918319702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110973015"
"C4orf17","Chromosome 4 Open Reading Frame 17","Protein Coding","Q53FE4","40","GC04P099511","0.891513526439667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4orf17"
"TRR-TCT2-1","TRNA-Arg (Anticodon TCT) 2-1","RNA Gene","","12","GC17P121948","0.891327679157257","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRR-TCT2-1"
"ZNF527","Zinc Finger Protein 527","Protein Coding","Q8NB42","35","GC19P037371","0.891106963157654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF527"
"EFCAB14-AS1","EFCAB14 Antisense RNA 1","RNA Gene","","15","GC01P055546","0.891106963157654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFCAB14-AS1"
"LINC02888","Long Intergenic Non-Protein Coding RNA 2888","RNA Gene","","14","GC07P017378","0.890954732894897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02888"
"HEG1","Heart Development Protein With EGF Like Domains 1","Protein Coding","Q9ULI3","45","GC03M124965","0.890457451343536","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEG1"
"SNORD4A","Small Nucleolar RNA, C/D Box 4A","RNA Gene","","18","GC17P028722","0.89011412858963","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD4A"
"FSIP2","Fibrous Sheath Interacting Protein 2","Protein Coding","Q5CZC0","41","GC02P185738","0.889673471450806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSIP2"
"SLC14A2","Solute Carrier Family 14 Member 2","Protein Coding","Q15849","49","GC18P045167","0.889592051506042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC14A2"
"C1orf210","Chromosome 1 Open Reading Frame 210","Protein Coding","Q8IVY1","38","GC01M043281","0.889592051506042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf210"
"MPZL3","Myelin Protein Zero Like 3","Protein Coding","Q6UWV2","44","GC11M118226","0.889261484146118","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPZL3"
"BRINP3-DT","BRINP3 Divergent Transcript","RNA Gene","","14","GC01P190482","0.889017701148987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRINP3-DT"
"COLEC12","Collectin Subfamily Member 12","Protein Coding","Q5KU26","52","GC18M000318","0.888453960418701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COLEC12"
"INTS6P1","Integrator Complex Subunit 6 Pseudogene 1","Pseudogene","","9","GC05M039719","0.88809722661972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS6P1"
"SPATA22","Spermatogenesis Associated 22","Protein Coding","Q8NHS9","46","GC17M003440","0.887927174568176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA22"
"LRRIQ1","Leucine Rich Repeats And IQ Motif Containing 1","Protein Coding","Q96JM4","39","GC12P085036","0.887073934078217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRIQ1"
"APEX2","Apurinic/Apyrimidinic Endodeoxyribonuclease 2","Protein Coding","Q9UBZ4","46","GC0XP055000","0.886761009693146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX2"
"TPTEP1","TPTE Pseudogene 1","Pseudogene","","15","GC22P016601","0.88630884885788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPTEP1"
"SLC35F6","Solute Carrier Family 35 Member F6","Protein Coding","Q8N357","45","GC02P026764","0.885978996753693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F6"
"SNORD28","Small Nucleolar RNA, C/D Box 28","RNA Gene","","18","GC11M128874","0.885978996753693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD28"
"CACNA1C-AS3","CACNA1C Antisense RNA 3","RNA Gene","","17","GC12M002603","0.885978996753693","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1C-AS3"
"C3orf70","Chromosome 3 Open Reading Frame 70","Protein Coding","A6NLC5","36","GC03M185078","0.885810315608978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3orf70"
"FPR3","Formyl Peptide Receptor 3","Protein Coding","P25089","45","GC19P051795","0.885682642459869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FPR3"
"MMP2-AS1","MMP2 Antisense RNA 1","RNA Gene","","20","GC16M055426","0.885583758354187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2-AS1"
"DLEU7","Deleted In Lymphocytic Leukemia 7","Protein Coding","Q6UYE1","35","GC13M050519","0.885427713394165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU7"
"FCF1","FCF1 RRNA-Processing Protein","Protein Coding","Q9Y324","40","GC14P074713","0.885218381881714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCF1"
"CKS1BP7","CDC28 Protein Kinase Regulatory Subunit 1B Pseudogene 7","Pseudogene","","10","GC08M080644","0.885218381881714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKS1BP7"
"ADPRM","ADP-Ribose/CDP-Alcohol Diphosphatase, Manganese Dependent","Protein Coding","Q3LIE5","35","GC17P010697","0.884709119796753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADPRM"
"ZNF580","Zinc Finger Protein 580","Protein Coding","Q9UK33","39","GC19P123716","0.884395837783813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF580"
"LINC01559","Long Intergenic Non-Protein Coding RNA 1559","RNA Gene","Q495D7","27","GC12M013370","0.884395837783813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01559"
"PRPF18","Pre-MRNA Processing Factor 18","Protein Coding","Q99633","41","GC10P013586","0.884022653102875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF18"
"FAM204A","Family With Sequence Similarity 204 Member A","Protein Coding","Q9H8W3","39","GC10M118297","0.884022653102875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM204A"
"HOXC13-AS","HOXC13 Antisense RNA","RNA Gene","","20","GC12M053935","0.884022653102875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC13-AS"
"HSERVPRODH","Human-Specific Endogenous Retroviral Insert PRODH Enhancer","Functional Element","","8","GC22P076756","0.883974552154541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSERVPRODH"
"PRELID3B","PRELI Domain Containing 3B","Protein Coding","Q9Y3B1","39","GC20M059034","0.883824944496155","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRELID3B"
"LINC00482","Long Intergenic Non-Protein Coding RNA 482","RNA Gene","Q8N8I6","26","GC17M086432","0.883509635925293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00482"
"AGAP1-IT1","AGAP1 Intronic Transcript 1","RNA Gene","","17","GC02P235505","0.883509635925293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGAP1-IT1"
"CXorf66","Chromosome X Open Reading Frame 66","Protein Coding","Q5JRM2","39","GC0XM139955","0.883389949798584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXorf66"
"EFR3B","EFR3 Homolog B","Protein Coding","Q9Y2G0","42","GC02P025042","0.883140683174133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFR3B"
"TMEM134","Transmembrane Protein 134","Protein Coding","Q9H6X4","41","GC11M067461","0.883012890815735","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM134"
"RFPL2","Ret Finger Protein Like 2","Protein Coding","O75678","43","GC22M032190","0.882705211639404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFPL2"
"MYO7B","Myosin VIIB","Protein Coding","Q6PIF6","48","GC02P127535","0.882316052913666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO7B"
"KIAA1614","KIAA1614","Protein Coding","Q5VZ46","37","GC01P180913","0.882057905197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA1614"
"ENSG00000272849","Novel Transcript","RNA Gene","","9","GC12P134709","0.880662441253662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000272849"
"ZER1","Zyg-11 Related Cell Cycle Regulator","Protein Coding","Q7Z7L7","39","GC09M128729","0.880516290664673","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZER1"
"ZNF558","Zinc Finger Protein 558","Protein Coding","Q96NG5","43","GC19M008806","0.879773736000061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF558"
"OTUD6B","OTU Deubiquitinase 6B","Protein Coding","Q8N6M0","52","GC08P091070","0.879735827445984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD6B"
"MFSD12","Major Facilitator Superfamily Domain Containing 12","Protein Coding","Q6NUT3","43","GC19M095894","0.879710018634796","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD12"
"EGFLAM","EGF Like, Fibronectin Type III And Laminin G Domains","Protein Coding","Q63HQ2","48","GC05P038295","0.879500210285187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFLAM"
"PIPSL","PIP5K1A And PSMD4 Like (Pseudogene)","Pseudogene","A2A3N6","22","GC10M093958","0.879272758960724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIPSL"
"DEFB106A","Defensin Beta 106A","Protein Coding","Q8N104","28","GC08P007825","0.879271149635315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB106A"
"CRYGC","Crystallin Gamma C","Protein Coding","P07315","52","GC02M208128","0.879075467586517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYGC"
"ASB2","Ankyrin Repeat And SOCS Box Containing 2","Protein Coding","Q96Q27","48","GC14M093934","0.878280878067017","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASB2"
"PCDHGA3","Protocadherin Gamma Subfamily A, 3","Protein Coding","Q9Y5H0","44","GC05P153613","0.878150463104248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHGA3"
"ENSG00000250522","Novel Transcript","RNA Gene","","10","GC04M105540","0.878065288066864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000250522"
"RNU1-88P","RNA, U1 Small Nuclear 88, Pseudogene","Pseudogene","","10","GC06M097264","0.878065288066864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU1-88P"
"RNU6-1180P","RNA, U6 Small Nuclear 1180, Pseudogene","Pseudogene","","10","GC02P113086","0.878065288066864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1180P"
"RN7SL720P","RNA, 7SL, Cytoplasmic 720, Pseudogene","Pseudogene","","8","GC09P017054","0.878065288066864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RN7SL720P"
"ASB16","Ankyrin Repeat And SOCS Box Containing 16","Protein Coding","Q96NS5","40","GC17P044170","0.878009915351868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASB16"
"FAM185A","Family With Sequence Similarity 185 Member A","Protein Coding","Q8N0U4","35","GC07P102748","0.878009915351868","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM185A"
"LRRC3-DT","LRRC3 Divergent Transcript","RNA Gene","","14","GC21M044452","0.877567052841187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC3-DT"
"EEIG2","EEIG Family Member 2","Protein Coding","Q5T8I3","39","GC01P108560","0.877354145050049","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEIG2"
"NPY2R","Neuropeptide Y Receptor Y2","Protein Coding","P49146","54","GC04P155173","0.876599073410034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY2R"
"LOC112272578","H3K27ac HESC Enhancers GRCh37_chr15:25017418-25018314 And GRCh37_chr15:25018315-25019210","Functional Element","","8","GC15P165548","0.876277089118958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC112272578"
"LOC112272579","Sharpr-MPRA Regulatory Region 849","Functional Element","","8","GC15P165549","0.876277089118958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC112272579"
"LOC125078046","Sharpr-MPRA Regulatory Region 5757","Functional Element","","8","GC15P168493","0.876277089118958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC125078046"
"LOC112997583","Sharpr-MPRA Regulatory Region 15558","Functional Element","","7","GC05P187713","0.876277089118958","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC112997583"
"SCARNA7","Small Cajal Body-Specific RNA 7","RNA Gene","","24","GC03M160514","0.876263618469238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA7"
"PHB1P3","PHB1 Pseudogene 3","Pseudogene","","12","GC01P059066","0.876263618469238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB1P3"
"ZNF804B","Zinc Finger Protein 804B","Protein Coding","A4D1E1","43","GC07P088759","0.87614232301712","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF804B"
"EIF5AL1","Eukaryotic Translation Initiation Factor 5A Like 1","Protein Coding","Q6IS14","35","GC10P079512","0.87614232301712","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF5AL1"
"DNAJB1P1","DNAJB1 Pseudogene 1","Pseudogene","","11","GC02M191879","0.875933289527893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1P1"
"MGC27382","Uncharacterized MGC27382","RNA Gene","","14","GC01P078229","0.87583327293396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC27382"
"ZNF774","Zinc Finger Protein 774","Protein Coding","Q6NX45","35","GC15P090352","0.875410974025726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF774"
